trace,label,cause,evelabel
"get user request , prepare beverages , prepare food , give beverages to waiter , readies cart , add non alchoholic drinks , collect the food , give food to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , readies cart , add non alchoholic drinks , collect the food , prepare beverages , prepare food , give food to waiter , give beverages to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare food , give food to waiter , prepare beverages , readies cart , add non alchoholic drinks , collect the food , give beverages to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare beverages , prepare food , give food to waiter , readies cart , add non alchoholic drinks , give beverages to waiter , collect the food , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare food , readies cart , prepare beverages , give food to waiter , add non alchoholic drinks , give beverages to waiter , collect the food , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , readies cart , add non alchoholic drinks , prepare food , give food to waiter , prepare beverages , collect the food , give beverages to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare food , give food to waiter , prepare beverages , readies cart , give beverages to waiter , add non alchoholic drinks , collect the food , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare beverages , readies cart , add non alchoholic drinks , collect the food , prepare food , give food to waiter , give beverages to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare beverages , readies cart , add non alchoholic drinks , prepare food , give food to waiter , give beverages to waiter , collect the food , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , readies cart , prepare beverages , prepare food , add non alchoholic drinks , give food to waiter , collect the food , give beverages to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare beverages , readies cart , give beverages to waiter , prepare food , add non alchoholic drinks , give food to waiter , collect the food , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare beverages , readies cart , prepare food , give beverages to waiter , add non alchoholic drinks , give food to waiter , collect the food , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare beverages , readies cart , prepare food , give food to waiter , give beverages to waiter , add non alchoholic drinks , collect the food , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare food , readies cart , prepare beverages , give beverages to waiter , add non alchoholic drinks , collect the food , give food to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , readies cart , add non alchoholic drinks , collect the food , prepare beverages , give beverages to waiter , prepare food , give food to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare beverages , readies cart , give beverages to waiter , add non alchoholic drinks , prepare food , collect the food , give food to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , readies cart , prepare food , prepare beverages , give beverages to waiter , add non alchoholic drinks , collect the food , give food to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , readies cart , add non alchoholic drinks , prepare food , prepare beverages , give food to waiter , collect the food , give beverages to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , readies cart , prepare beverages , add non alchoholic drinks , prepare food , give beverages to waiter , collect the food , give food to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare food , prepare beverages , readies cart , add non alchoholic drinks , give beverages to waiter , give food to waiter , collect the food , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare food , prepare beverages , readies cart , give beverages to waiter , add non alchoholic drinks , give food to waiter , collect the food , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , readies cart , add non alchoholic drinks , prepare beverages , collect the food , prepare food , give food to waiter , give beverages to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare beverages , prepare food , readies cart , add non alchoholic drinks , give food to waiter , collect the food , give beverages to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , prepare beverages , prepare food , readies cart , add non alchoholic drinks , give beverages to waiter , collect the food , give food to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"get user request , readies cart , add non alchoholic drinks , prepare beverages , prepare food , give beverages to waiter , collect the food , give food to waiter , deliver to the guest , debits the guest account",normal,,[0 0 0 0 0 0 0 0 0 0]
"check for urgent invoices , separate urgent invoices , Determine SLA , place in high priority outbox",normal,,[0 0 0 0]
"check for urgent invoices , separate urgent invoices , Determine SLA , place in regular outbox",normal,,[0 0 0 0]
"check for urgent invoices , Determine SLA",normal,,[0 0]
"check claim policy , check customer information , reject claim",normal,,[0 0 0]
"check claim policy , check customer information , accept claim",normal,,[0 0 0]
"schedule preemilinary voting , send information , prepare voting summary",normal,,[0 0 0]
"glossary cebe cab register custom declaration and support documents , glossary bc bd edaa bba abcd document checking , glossary bf ab cdcbfc payment of duties and taxes , make inspection decisson , glossary ae de ac release goods",normal,,[0 0 0 0 0]
"glossary cebe cab register custom declaration and support documents , glossary bc bd edaa bba abcd document checking , glossary bf ab cdcbfc payment of duties and taxes , make inspection decisson , glossary ed move goods to check site , cargo check and check charges paid to port authority , glossary ae de ac release goods",normal,,[0 0 0 0 0 0 0]
"set case to the in progress status , investigate case , set case to the solved state",normal,,[0 0 0]
"get supermarket list , store supermarket endpoints list , store product list , get lowes price for list , calculate order , store order , return order",normal,,[0 0 0 0 0 0 0]
"check if existing account , existing customer , manually search for last quotation , review price and determine new rate if required , manually check inventory , yes , send completed quotation to customer",normal,,[0 0 0 0 0 0 0]
"check if existing account , new customer , quote prices from excel spreadsheet , manually check inventory , no make manual note on how much to order , inform customer on when product will be in stock again",normal,,[0 0 0 0 0 0]
"check if existing account , existing customer , manually search for last quotation , review price and determine new rate if required , manually check inventory , no make manual note on how much to order , inform customer on when product will be in stock again",normal,,[0 0 0 0 0 0 0]
"check if existing account , new customer , quote prices from excel spreadsheet , manually check inventory , yes , send completed quotation to customer",normal,,[0 0 0 0 0 0]
"buy food , find recipe , cook meal , eat",normal,,[0 0 0 0]
"Enter purchase request in Enterprice system , aprove financially , aprove the necessety , check complete ness , check and update vendor details , select vendors , trigger bank payment , check delivery , handle issue , check delivery , confirm delivery , send delivery to employee , check if everything ok",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"Enter purchase request in Enterprice system , aprove financially , aprove the necessety , check complete ness , request quote update , check complete ness , check and update vendor details , select vendors , trigger bank payment , check delivery , confirm delivery , send delivery to employee , check if everything ok , handle issue , check if everything ok",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
